_id,Protocol,Department Longname,Sector,Fuel Type,Year (Fiscal Year),GHG Emissions (t CO2e)
1143,ICLEI: Local Government Operations Protocol,Transportation,3,4,2005,734.5620852323838
1144,ICLEI: Local Government Operations Protocol,Transportation,3,4,2006,734.5620852323838
1145,ICLEI: Local Government Operations Protocol,Transportation,3,4,2007,734.5620852323838
1146,ICLEI: Local Government Operations Protocol,Transportation,3,4,2008,971.0
1147,ICLEI: Local Government Operations Protocol,Transportation,3,4,2009,989.0
1148,ICLEI: Local Government Operations Protocol,Transportation,3,4,2010,734.5620852323838
1149,ICLEI: Local Government Operations Protocol,Transportation,3,4,2011,932.0
1150,ICLEI: Local Government Operations Protocol,Transportation,3,4,2012,864.0
1151,ICLEI: Local Government Operations Protocol,Transportation,3,4,2013,856.0
1152,ICLEI: Local Government Operations Protocol,Transportation,3,4,2014,833.0
1153,ICLEI: Local Government Operations Protocol,Transportation,3,4,2015,187.0
1154,ICLEI: Local Government Operations Protocol,Transportation,3,4,2016,734.5620852323838
1155,ICLEI: Local Government Operations Protocol,Transportation,3,4,2017,734.5620852323838
1156,ICLEI: Local Government Operations Protocol,Transportation,3,4,2018,91.0
1157,ICLEI: Local Government Operations Protocol,Transportation,3,4,2019,789.0
1158,ICLEI: Local Government Operations Protocol,Transportation,3,4,2020,767.0
1159,ICLEI: Local Government Operations Protocol,Transportation,3,4,2021,953.89
1160,ICLEI: Local Government Operations Protocol,Transportation,0,5,2005,196.0
1161,ICLEI: Local Government Operations Protocol,Transportation,0,5,2006,152.0
1162,ICLEI: Local Government Operations Protocol,Transportation,0,5,2007,169.0
1163,ICLEI: Local Government Operations Protocol,Transportation,0,5,2008,163.0
1164,ICLEI: Local Government Operations Protocol,Transportation,0,5,2009,189.0
1165,ICLEI: Local Government Operations Protocol,Transportation,0,5,2010,170.0
1166,ICLEI: Local Government Operations Protocol,Transportation,0,5,2011,190.0
1167,ICLEI: Local Government Operations Protocol,Transportation,0,5,2012,143.0
1168,ICLEI: Local Government Operations Protocol,Transportation,0,5,2013,182.0
1169,ICLEI: Local Government Operations Protocol,Transportation,0,5,2014,217.0
1170,ICLEI: Local Government Operations Protocol,Transportation,0,5,2015,227.0
1171,ICLEI: Local Government Operations Protocol,Transportation,0,5,2016,96.0
1172,ICLEI: Local Government Operations Protocol,Transportation,0,5,2017,38.0
1173,ICLEI: Local Government Operations Protocol,Transportation,0,5,2018,51.0
1174,ICLEI: Local Government Operations Protocol,Transportation,0,5,2019,40.0
1175,ICLEI: Local Government Operations Protocol,Transportation,0,5,2020,39.0
1176,ICLEI: Local Government Operations Protocol,Transportation,0,5,2021,79.06
1177,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,0,2018,472.0
1178,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,0,2019,472.0
1179,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,0,2020,0.0
1180,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,0,2021,0.17
1181,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2005,836.0
1182,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2006,740.0
1183,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2007,858.0
1184,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2008,813.0
1185,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2009,813.0
1186,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2010,734.0
1187,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2011,643.0
1188,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2012,610.0
1189,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2013,650.0
1190,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2014,778.0
1191,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2015,682.0
1192,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2016,679.0
1193,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2017,26.0
1194,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2018,26.0
1195,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2019,26.0
1196,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2020,734.5620852323838
1197,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,1,2021,0.0
1198,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2005,734.5620852323838
1199,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2006,734.5620852323838
1200,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2007,734.5620852323838
1201,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2008,734.5620852323838
1202,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2009,734.5620852323838
1203,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2010,734.5620852323838
1204,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2011,734.5620852323838
1205,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2012,619.0
1206,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2013,734.5620852323838
1207,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2014,734.5620852323838
1208,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2015,734.5620852323838
1209,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2016,734.5620852323838
1211,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2018,1199.0
1212,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2019,1156.0
1213,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2020,734.5620852323838
1214,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,2,2021,734.5620852323838
1215,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2005,700.0
1216,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2006,695.0
1217,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2007,738.0
1218,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2008,709.0
1219,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2009,677.0
1220,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2010,700.0
1221,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2011,673.0
1222,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2012,606.0
1223,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2013,596.0
1224,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2014,615.0
1225,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2015,678.0
1226,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2016,592.0
1227,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2017,698.0
1228,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2018,902.0
1229,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2019,902.0
1230,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2020,569.0
1231,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,3,4,2021,591.21
1232,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2005,752.0
1233,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2006,591.0
1234,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2007,653.0
1235,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2008,647.0
1236,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2009,887.0
1237,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2010,662.0
1238,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2011,734.5620852323838
1239,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2012,782.0
1240,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2013,734.5620852323838
1241,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2014,734.5620852323838
1242,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2015,859.0
1243,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2016,977.0
1244,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2017,1013.0
1245,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2018,864.0
1246,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2019,864.0
1247,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2020,734.5620852323838
1248,ICLEI: Local Government Operations Protocol,Water and Sewer Commission,0,5,2021,734.5620852323838
